Company,Industry,Review Title,Review Text,Rating,Date
DoorDash,Food Delivery,Don’t Trust Dealing with DoorDash!,"This is the company with the absolutely worst service I’ve ever experienced: DOORDASH!!!!
It took 3 transfers and 1:30 hours to get an A-H____ as a Manager to not only treat me like as “Why the Hell should I help you after 8 years of service,” but deal with it. Of course he gave a one name (Ray). Bs. Why have to hide your manger name!
My food was delivered to a wrong address, and DOORDASH wasn’t refund my money!
Give them up! I will after 8 years of good service, until this giant mishandling of a simple problem…",1,2026-08-05T07:17:34.000Z
DoorDash,Food Delivery,Why isnt there ZERO stars,"Why isnt there ZERO stars? The dasher kept my food but showed it was picked up? So they kept my food while me and my kids were waiting on our food? AND IT WAS MY BIRTHDAY? The dasher didnt respond to my last message and I knew what was up..I waited OVER 2 HOURS for my food and the chat message kept saying there was nothing they can do at this point,,take it FURTHER!!!!im never using this service again,.there are way too many delivery services available to have to deal with this !!!",1,2026-08-05T06:42:05.000Z
DoorDash,Food Delivery,I wish I could give a “0”,"I wish I could give a “0”. I had a very disappointing experience with both Macy’s and DoorDash. I placed an online order through Macy’s, and they used DoorDash for delivery. Although my address is correct in both my Macy’s and DoorDash accounts, my package was supposedly delivered to a completely different address that does not exist.

When I contacted Macy’s, they told me to call DoorDash. DoorDash then told me to contact Macy’s. I was left going back and forth between the two companies with no one taking responsibility or offering a real solution.

This experience was extremely frustrating and a waste of my time. Customers should not have to act as the middleman when a delivery goes wrong. Based on this experience, I cannot recommend using either Macy’s or DoorDash for deliveries.",1,2026-08-05T06:30:39.000Z
DoorDash,Food Delivery,What went wrong was y’all treated a…,What went wrong was y’all treated a loyal customer that spends $500 or more with yall EVERYDAY LITERALLY. And this is how you treat me no just because I have to call in on business you are partners with or your dasher because my order wrong or messed up BULL! And I sent you pictures of the messed up food and receipts and videos and you tell me you can’t accommodate me because of to many call in or reports hell yeah I deleted my account as a human being no one deserves to be treated like that! Y’all are thieves stealing people money because if I send you pictures of dry ass pizza soggy fries pizza burnt and you start talking about to many reports. Bull 💩,1,2026-08-05T06:12:25.000Z
DoorDash,Food Delivery,Scam,I went to pay for my order and had a 50% code. I placed the order and the whole time the price was showing with the discount but after paying I had the full price with no discount removed from my bank. I contacted them to get this sorted and was told I'd get a refund. After messaging multiple times and being told the same thing I then get a call asking for all the details again. I give them it and get told they won't refund me. They then say they'll refer it to someone who can refund me. I have had seven calls from them now all exactly almost to the word the same and no refund. The final one saying that she would refund me if it was in her hands but it's not. I then asked to actually be sent through to someone who can deal with my situation like I'd been told I would several times. And she almost on repeat would reply saying she's sorry for the inconvenience and try end the call.,1,2026-08-05T05:45:29.000Z
DoorDash,Food Delivery,Lazy Drivers Cannot Find the Correct Address,"DoorDash in Arlington just cannot get a delivery address correct. We live at a 4705 address and there is another 4705 address on a nearby street. The Dashers ALWAYS, without fail, deliver our food to the wrong 4705, even though the street name is not even vaguely similar to ours. We even tried to ask for in-person delivery, which requires a code, but the Dasher went ahead and delivered to the porch of the wrong address , apparently without waiting for the homeowner to give them a code.

Uber Eats and Instacart have no problem finding the correct address, but apparently the Door Dash folks are too lazy and disinterested to do a good job. A reputable company would refund the delivery fee and better train their drivers, but we are not holding our breath. If you have a choice, NEVER use Door Dash for anything - ever.",1,2026-08-05T01:46:02.000Z
DoorDash,Food Delivery,⭐ 1 Star,"⭐ 1 Star

I placed an order through DoorDash and later noticed on my bank statement that I was overcharged. When I contacted customer service, they gave me the runaround and tried to blame my bank. I’ve never had my bank overcharge me when using DoorDash before, so that explanation made no sense to me.

Instead of actually helping resolve the issue, they just kept passing the blame. Terrible customer service and a very frustrating experience. I will NEVER use DoorDash again. I deleted the app and will take my business elsewhere.",1,2026-08-05T00:26:45.000Z
DoorDash,Food Delivery,Issue signing up,"Title: DoorDash verified my identity, but system locks onboarding due to old account glitch.Review:The DoorDash Operations Team explicitly reviewed my submission and sent me an email stating: ""We reviewed your submission and were able to verify your identity. You can now head back to the app, finish signing up, and submit your background check.""However, when I go back to the app, it is completely locked by an error saying ""It looks like you already have a Dasher account.""It is matching my verified ID to my old, inactive email address: j.....................I previously requested DoorDash to cancel and remove that account, but they failed to purge my data from the backend database. I need a corporate specialist to manually unlink my information from j.................... so I can submit my background check like their email says.Please contact me and update my file at my current email address
d..................",1,2026-08-04T23:17:26.000Z
DoorDash,Food Delivery,DoorDash tampering with food,I ordered a pizza and cinnamon rolls that was delivered by DoorDash. My pizza had been eaten out of and the cinnamon rolls were turned upside down. Both deals of both boxes were broken. I contacted DoorDash but they refuse to give me a refund. I spent $40 and got nothing back for their dasher tampering with my food. I refused to eat it or give to my children. Beware because DoorDash does NOT honor the quality of the food that they deliver. Use another platform.,1,2026-08-04T19:35:56.000Z
DoorDash,Food Delivery,Food from shakeshack had mold on it…,Food from shakeshack had mold on it which is a serious health hazard. I was denied my refund because it was first order. The supervisor Olivia told to dispute with my bank and get them to refund my money.,1,2026-08-04T19:33:29.000Z
DoorDash,Food Delivery,They are trying to double charge me and…,They are trying to double charge me and customer service lied to me. Will not be renewing my dash pass and will probably switch to exclusively using Uber Eats.,1,2026-08-04T17:35:03.000Z
DoorDash,Food Delivery,Order had item missing I did not take…,"Order had item missing I did not take order inside I took multiple pics of order and submitted it within 10 mins of receiving it
when I went to support to show it wasn’t there and they declined to refund me for my missing item
I have since cancelled door dash and will stick with uber also the price per item is more expensive than in the store",1,2026-08-04T14:12:03.000Z
DoorDash,Food Delivery,Every third order is a nightmare with…,"Every third order is a nightmare with delays, cold food and when u complain generic ""here is your 5 dollar voucher"". Deleted my account and not going to feed these poor delivery apps.",1,2026-08-04T13:51:15.000Z
DoorDash,Food Delivery,I believe they are fraudulent,I believe they are fraudulent. They have been charging me for the past few months and I didn’t know I was being charged. The customer service agent I was connected to seemed to have issues with reading what I had written - when I asked if he or she can read it - they blocked me because I now can’t log back in. I have been charged for over a year without even knowing I was signed up. Very bad and wrong. It’s going to be expensive for me to call them because I’m based in the UK and can only see a US number online.,1,2026-08-04T12:23:21.000Z
DoorDash,Food Delivery,They delivered someone elses order. Rude and don't care,They delivered someone elses order. They are giving us a hard time about a refund. They don't care. They are rude. They delivered someone else's order!!!!!,1,2026-08-04T04:29:58.000Z
DoorDash,Food Delivery,Customer service is terrible,"Customer service is terrible, their entire system seems to built on refusing you service and making it so hard to connect to a real human being that you just give up on it. Best option if you get scammed and don't get your food ends up just being to work with the bank to chargeback. Would not recommend if you value good customer service. If the restaurant makes a mistake or the driver straight up steals your order doordash will not care.",1,2026-08-04T02:35:19.000Z
DoorDash,Food Delivery,If I could give them a zero,"If I could give them a zero, I would do so. I ordered a meal for my family and am yet to receive it. They claim they have no way of verifying if the driver delivered my order and that it is my responsibility to check that the driver is on his or her way to deliver the meal to me. I've never heard such nonsense. I recently signed up for this doordash nonsense and will be cancelling my account with them with immediate effect, as they can't be trusted. I am most pissed, as my family was inconvenienced and had to endure hunger because of these doordash thieves",1,2026-08-04T01:45:22.000Z
DoorDash,Food Delivery,Hiring Dumb People At Door Dash,The driver that delivered my merch actually pushed her way through my gate and fence to come onto my property to get to the package that she just dropped off. In doing so she damaged my gate. I have a full video that I would love to share.,1,2026-08-04T00:01:39.000Z
DoorDash,Food Delivery,BEWARE DOORDASH WILL STEAL YOUR MONEYon…,"BEWARE DOORDASH WILL STEAL YOUR MONEYon Friday Aug 1st , I order two hoagies from Jersey Mikes (Italian and Club) I received someone else's order (Beef and Chicken) I reported it right away and received a message it was under review, I haven't got a response. I didn't get what I ordered and couldn't eat what I received. I would like a refund how can we resolve this? AFTER NUMEROUS CONTACT, UPLOAD PICTURES AND FOLLOWING THEIR PROCEDURE THE ERROR STILL WASN'T RECTIFIED . BEWARE.",1,2026-08-03T21:21:28.000Z
DoorDash,Food Delivery,I think DoorDash doesn’t deserve as…,I think DoorDash doesn’t deserve as terrible of reviews as it is getting. I have never experienced any issues with DoorDash.,5,2026-08-03T19:27:30.000Z
DoorDash,Food Delivery,How does a company not offer a refund…,How does a company not offer a refund when their dasher deliberately goes to the wrong location for a store and brings you the wrong order? They told me I was not eligible for a refund. Especially as someone who was a dash pass member. Looks like I’ll be switching to Uber Eats instead now.,1,2026-08-03T18:05:16.000Z
DoorDash,Food Delivery,"Unreliable drivers, zero accountability, and rising costs—I’m done with DoorDash.","I used to rely on DoorDash regularly, but the recent, rapid decline in service quality—paired with constantly escalating fees—has made it completely impossible to justify using this platform anymore. Between drivers mishandling orders and DoorDash refusing to take responsibility, the overall experience has become consistently frustrating.
Three recent experiences in a row demonstrate just how bad it’s gotten:
Instance 1 (Delivered someone else’s food): A driver completely mixed up orders and dropped off the wrong food while I was at work. Because of their carelessness, I was left without a lunch for the rest of my workday.
Instance 2 (40-minute grocery detour with my hot food): A driver picked up our restaurant order, but instead of bringing it to us, drove to a nearby Kroger and spent 40 minutes inside doing personal shopping or running another errand. The food arrived nearly an hour late and completely cold. When I reached out to DoorDash, they passed the buck and claimed they couldn't do anything because the order was placed through the restaurant’s app—leaving the local restaurant to take the financial hit and remake the food for a mistake the DoorDash driver made.
Instance 3 (Prioritizing distant deliveries over a 1-mile route): I ordered smoothies from a location just one mile from my office. The driver picked up my order, bypassed my office entirely, and drove significantly farther away to complete another delivery first. By the time my drinks were dropped off, they were completely melted into warm liquid.
It is ridiculous that customers are charged premium markups, service fees, and delivery charges only to receive melted drinks, cold food, or no lunch at all. DoorDash treats its customers and partner restaurants as collateral damage while taking no accountability for driver negligence.
I will no longer be giving DoorDash my business, and I strongly recommend ordering directly from local restaurants or using alternative services that actually value their customers.",1,2026-08-03T16:24:07.000Z
DoorDash,Food Delivery,Unbelievable,Unbelievable. Support will never compensate you when you don’t get what you paid for. Literal scamming criminals.,1,2026-08-03T12:32:24.000Z
DoorDash,Food Delivery,i just wanted my damn wings,placed my order at 11 pm. I am a night shift nurse so i cannot go get food and the cafeteria is closed. restaurant is less than 5 minutes from the hospital. order was cancelled by 3 drivers and charged twice before the fourth driver told me at 1 am it was already picked up and the store was closing. i did not receive food. i asked why someone was allowed to steal my food that i paid for and now i am out $115 until the refund comes back in a week. i have payments to make on top of having to pay back the other people who had ordered something. drivers like the last one are great but the pieces of shit that steal other people's food should be fired and i have no sympathy or respect for anyone who steals and thinks it's okay or laughs about it. i was hung up on for voicing that and the driver still got to keep the tip. i am supposed to be refunded everything but the tip so we will see. there should be consequences for actions but obviously there aren't anymore. doordash should be shut down or the drivers should be better monitored and ACTUALLY given reprimanding or fired. but no they hire anyone and everyone and allow them to do this as much as they want and refuse to give any information on the person to cover their own ass.,1,2026-08-03T07:40:42.000Z
DoorDash,Food Delivery,Horrible don't use,Horrible don't use! Never got my food after a 2h wait time,1,2026-08-03T06:35:26.000Z
DoorDash,Food Delivery,Doordash customer support is aweful and not responsive,"Its not surprising that Doordash get's 1 star from 14k reviews. My experience was terrible. Restaurant was 30 min late delivery, and half the order was incorrect and we could not eat it. I spent $80 on an order and Doordash support was completely useless. Will be using Uber Eats Grubhub Instacart going forward.",1,2026-08-03T04:19:22.000Z
DoorDash,Food Delivery,My family has spent thousands of…,My family has spent thousands of dollars on this service over 3 years. But recently they have been lacking in service and the restaurant in quality. I have only asked for refunds when they are legit and warranted. Now they have basically blocked me or put me on a blacklist for how often I complain. We are now done with this terrible service and I recommend everyone jump on board. I hope this company collapses in two years!,1,2026-08-03T19:32:49.000Z
DoorDash,Food Delivery,Everyone need to stop ordering on door…,Everyone need to stop ordering on door dash because they have drivers that dont deliver peoole food and then they don't refund you because you've reach the threshold on how many times they refund u so basically they saying if driver steal your food your still gonna pay then need to be boycotted,1,2026-08-03T03:30:52.000Z
DoorDash,Food Delivery,Does DoorDash have standards for their drivers?………,"This is the third time that I have lost too much money with DoorDash. DoorDash seems to hire drivers that either can’t read, follow directions, or thieves! Their app is so jacked up. It is impossible to get in touch with them. I truly would like to take back my tip for the driver, but you can’t even do that.",1,2026-08-03T01:33:29.000Z
DoorDash,Food Delivery,"Wrong order delivered ""nothing they can do""",I ordered McDonald's Door Dash delivery and they delivered an entirely wrong order! The driver claimed to have delivered the correct order but I have the bag with the receipt clearly showing the order was not mine and was for someone else. Screwed my breakfast plans up and offered no compensation. A refund that will take 1-3 days to process won't help me right now. For a large corporation you'd think they'd have better customer service procedures to rectify situations like this. Super dissapointed.,1,2026-08-02T21:17:43.000Z
DoorDash,Food Delivery,Worse delivery ever,Worse delivery ever. They cancelled my order and sent me an email. No call to ask if I still want my order. Horrible!!!!! Never in my life will I use this delivery.,1,2026-08-02T19:09:42.000Z
DoorDash,Food Delivery,Door dash Will Scam and fraudulently go into your account,Door dash charged my account for a monthly 9.99and a yearly 96.00and which I never signed up for when I called and further when I put my card in it asked me did I want to use my card for my door dash pass I said no an made sure but after I ordered DoorDash not only took 9.99 out my account but then took 96.00 also for the same thing when I called they told me that they could refund me 9.99 for my monthly but not the 96$ for the yearly in which I never wanted or signed up for I’m very disappointed and upset why in the hell would I want a yearly pass over a monthly an further tell me when we cancel both but you can’t get your money back for the yearly so I have a yearly door dash pass that I will not used because DoorDash fraudulently went into my account in took money for something I never signed up for nor did I want and I do not recommend NOBODY TO USE DOORDASH AT ALL THEY WILL SCAM YOU AND THIS IS REAL FACTS.,1,2026-08-02T18:49:42.000Z
DoorDash,Food Delivery,Deleted the DoorDash app.There are…,Deleted the DoorDash app.There are complaints everywhere about issues and lack of ethics. Now i have experienced first hand. I contacted The Kebob Shop for a refund after receiving burnt food. It took a few days to catch up with the manager. The manager said that he attempted to refund my money through DoorDash and DoorDasjh refused to refund the money saying it’s past their 5 day refund policy. Both DoorDash and the Kebob Shop say “there is nothing that they can do” Really? Just stealing our money.,1,2026-08-02T17:20:25.000Z
DoorDash,Food Delivery,$140 order was never delivered to hungry family,"My family ordered dinner from Gates BBQ costing over $140 plus fees and tip. This was a full family meal including 2 slabs of ribs, fries, sandwiches and overall the works. The order was picked up by the driver but never delivered. The driver sent a black screen instead of the actual picture of our food at our door. The driver was allowed to keep the tip and no explanation of what happened to the food. My family was hungry and upset and we had to drive to restaurant and spend another $100 plus dollars this same night. In this economy this was a nightmare. Never again we will order a large family meal through DoorDash. They did provide a refund for the meal, not the tip, but this takes many business days. While DoorDash is convenient at times, be careful and mindful of what happened to us.",1,2026-08-02T07:56:30.000Z
DoorDash,Food Delivery,Customer service hung up on me 8 times…,"Customer service hung up on me 8 times and a manger hung up on me twice.
Take your business to Uber Eats trust me",1,2026-08-02T05:44:00.000Z
DoorDash,Food Delivery,On time is bull crap,I just want to say I don’t know how you can say it’s on time when you keep updating the the delivery time mine was supposed to be by 10:34 and didn’t get it until 10:51 and still said it was on time so your time tracker is not showing correct time and therefore causing peoples food to be delivered cold and I’m sure that allows you to claim it was delivered on time,2,2026-08-02T05:00:04.000Z
DoorDash,Food Delivery,Title: Repeated documented issues and no confidence in DoorDash’s resolution process,"7/21/26

I have been a regular DoorDash customer, and I don’t write negative reviews lightly. Unfortunately, after several documented issues over the past few weeks, I no longer have confidence in DoorDash’s customer support or escalation process.

My concerns began with multiple Starbucks deliveries from one location where my Frappuccinos repeatedly arrived significantly underfilled and often melted. I documented these deliveries with photographs because the issue became recurring. I reported these problems through DoorDash, but I did not feel they were resolved appropriately.

I eventually switched to a different Starbucks location, and the difference was immediate. My Frappuccinos arrived properly frozen, much closer to the expected fill level, and the espresso was noticeably stronger. That confirmed to me that the drink quality issue appeared to be specific to that Starbucks location—not every Starbucks.

However, what never improved was DoorDash’s handling of customer service.

On July 21, 2026, I placed a DoorDash Starbucks order that was marked as delivered, but I never received my food. I contacted DoorDash multiple times and was told my case had been escalated to a specialized team. I never received any follow-up, refund, or resolution. After waiting, I ultimately had to file a PayPal dispute, which is still pending.

Then, on August 1, 2026, I ordered dinner from another restaurant through DoorDash. I paid for two extra tzatziki sauces, but they were missing from the sealed bag. I was not asking for a refund of my meal—I requested reimbursement only for the missing paid add-on. DoorDash’s automated system immediately denied my request.

Because of my previous unresolved experience, I called customer support instead of relying on the app. The representative was courteous and professional, and I appreciate the way they treated me. However, I was once again told my case would be escalated to a specialized team—the same process that never resulted in a follow-up on my previous case.

My frustration isn’t about $1.50. It’s about confidence in the support process. Restaurants make mistakes. Drivers cannot verify the contents of sealed bags. I understand that.

What I don’t understand is why customers who document legitimate problems, report them promptly, and ask only for reimbursement of missing paid items are left feeling that their concerns disappear into an escalation process with no meaningful follow-up.

I sincerely hope DoorDash improves both its automated refund system and its escalation process because customers deserve to know that documented issues will actually be reviewed and resolved.",1,2026-08-02T03:45:06.000Z
DoorDash,Food Delivery,I have had the DoorDash subscription,"I have had the DoorDash subscription, but the customer service department is awful, they are inexperienced, unprofessional and very useless. I’ve had three orders either delivered to the wrong address or items missing. Finally, I had to cancel my subscription indefinitely because DoorDash has sent me notifications stating that there is nothing they can do to satisfy my customer satisfaction. Therefore, I don’t need a lying, incompetent inconsiderate customer service representative or the company representative to deliver anything for me, keep your sack of stupidity on that side of town.",1,2026-08-02T02:54:30.000Z
DoorDash,Food Delivery,DoorDash has stooped to scamming and…,"DoorDash has stooped to scamming and confirming orders charging customers cards without even submitting the order to begin with. And they never have any real problem solving skills other then I’m sorry this happened to you your valued customer but you have to contact your bank. Load of shhh.. I’ll never be using this app ever again. I will no longer be ordering meals through family occasions , co work lunches or dinners if this app is being used to purchase it..",1,2026-08-02T00:44:21.000Z
DoorDash,Food Delivery,Door dash needs to change criteria for drivers,Donna has been door dashing in Portland Oregon. passed the test to deliver and now my Dasher app is on pause for no apparent reason so hopefully the app will fire up tomorrow.,2,2026-08-01T18:35:16.000Z
DoorDash,Food Delivery,I spoke with a customer representative…,I spoke with a customer representative at around 7:38 pm regarding a problem where the doordasher Sarah delivered my order to the wrong address. So my family recieved nothing. I submitted a 4K ring audio and video of my conversation with the dasher should there be a doubt as to whether I am telling the truth and was still denied. Unfortunately this was more than just an inconvenice because I had limited funds and was trying to feed my grandchildren. I again contact customer support at 9:48 pm because I was told that my issue would be escalated. Then when I spoke with that support person. She stated that my refund or credit was denied. I am 65 years old with a severe spinal disability so doordash has been my connection to feeding myself and getting items I need. Since I can not drive and I am the caretaker for my 4 grandkids who did not eat because of a mistake made by the dasher not by me. This is highly unfair to me as a customer. The dasher even asked did I want the chicken fila order because of the mistake she made giving my order to someone else and I told her know,1,2026-08-01T17:42:10.000Z
DoorDash,Food Delivery,Bad Everything!!!,"I ordered barbecue tonight and it cost $52.07. I got a text from my driver that said ""I'm here"". I usually wait for a picture and let them leave before I open my door to grab it due to having a fur baby. I wait for a minute or two and get no picture but get a notification that it has been delivered so I go to my door and open it to grab it and it's not there. I open the app which is not working properly to reach out to my driver. He doesn't answer and his message is in Spanish so I didn't leave a message. I reach out to him by text but no reply. My next option is to call Doordash support. I call them and they reach out to him and he answers but she doesn't speak Spanish so they are unable to communicate to find out where my food is and she proceeds to tell me that they are issuing me a refund for $13.01. I can't make this shit up!! They wanted to give me $13.01 of a $52.07 order to compensate!!! I let them know that it was unacceptable and I wanted to speak to a supervisor!! The supervisor called and told me he would resubmit my refund request for a full refund but he couldn't guarantee I would be approved. He said he believes I didn't receive the order due to there being no picture sent and I would receive an email with their decision within 3 hours! It's been 8 hours and I haven't heard from them. I will be calling back in the morning!! I looked it up and it is against the law for them to keep my money if I DID NOT receive the Food!!! That is Theft!!!! I also cancelled my dash pass!! I will NEVER use them again!!!",1,2026-08-01T10:20:54.000Z
DoorDash,Food Delivery,DoorDash has literally done this to me…,"DoorDash has literally done this to me several times and I’m completely over it. They have taken my money even though I had not received the product saying that my history says that I have done it too many times I barely order off of DoorDash, but clearly they don’t care that my three year-old wanted his fries and that the merchant McDonald’s did not put the fries inside the bag so they refused to refund me mind you I spent my last couple of dollars just to get my son this food, which means that I’m out of luck and my son gets no fries Only thing they can tell me is they know it’s not my fault but the system said no. doorDash is not a trustworthy company. They find any in every way to skim your money and keep your money. Any kind of way they can. and make you feel as if it’s your fault.",1,2026-08-01T06:42:59.000Z
DoorDash,Food Delivery,Cancelled order,"Cancelled order
DoorDash charged afterward on account
Ask to cancel transaction on account for order was cancelled
Instead they put a credit on DoorDash account I didn’t ask for
On message to them they just passed me to different people
Do not leave accounts open for them to use absolutely untrustworthy",1,2026-08-01T06:42:01.000Z
DoorDash,Food Delivery,Just ordered dinner,Just ordered dinner. The guy was taking forever and saw he was at my location. So I went downstairs to the lobby to see if he was lost only to find a massive mess in my lobby and huge trail of food on the ground (pozole). He didn’t tell me he dropped it. I had to find out for myself and that’s what I spent my Friday night doing.. cleaning up his mess and mopping my lobby floor. He ended up going back to the restaurant and getting a new order.. but the food took 2x as long. For the inconvenience door dash only gave me back $5… I feel like it should been more but they said that was the max they could do. Terrible customer service! Use Uber Eats instead.,1,2026-08-01T05:07:16.000Z
DoorDash,Food Delivery,I ordered food thru doordash earlier…,I ordered food thru doordash earlier this afternoon to be delivered between 10 and 10:20 p.m. and got it closer to 10:40. The messed up part is I ordered the food from right across the street and instead of receiving my food right away they go several minutes away for another order instead of taking 2 minutes to just drop my food off so my food was cold and my chocolate shake was basically chocolate milk. I spend alot of money through doordash a d this is ridiculous to be treated like this. I contacted customer support and all they pretty much kept saying was my food will be there in just a few minutes and sry they can't help me Yada yada yada. You would think considering how much money I spend thru them and being a loyal customer they would give me credit or refund or something considering the situation,1,2026-08-01T05:06:09.000Z
DoorDash,Food Delivery,"Charged for food from a place that is out of business, and wouldn't provide a full refund","My first time using DoorDash. We were staying in a holiday apartment, and it listed a restaurant a few minutes walk away. We ordered some food and I selected to pick up the order. After the app said it was ready to pick up, I walked to the address and the business was shut down and the space empty, with a ""For Lease"" sign on the window - it obviously hadn't happened overnight.
I used the Support Chat to try and get it sorted, as I had been charged $62 for food. After getting through to a human, they couldn't understand that the restaurant wasn't in business, and wouldn't refund any money. I offered to send them a photo I had taken of the building. After two days of trying to get it sorted, I was told they would only refund $42, with no explanation and no further review from their end. I ended up challenging the charges with my credit card company, who have reversed them. Needless to say, I won't be using them again.",1,2026-08-01T03:23:39.000Z
DoorDash,Food Delivery,My last 3 orders have had major issues…,"My last 3 orders have had major issues to no fault of my own. The first 2 were refunded only after spending hours dealing with it. And the 3rd one they are still refusing to refund.
#1 I ordered a fan from meijer and the driver said they were out of stock so he claimed to have bought me one that was twice as expensive. I was fine with this as I just really needed a fan. My problem here was that the driver actually brought me the fan I originally ordered and door dash charged me for the more expensive one. When I brought this to their attention they denied my request for a refund even though I had the pic the driver took that clearly showed the fan I received was not the fan I paid for. They eventually refunded this but only after a big headache.
#2 I took the credit I received from the first mistake and ordered Walgreens. A product that was 14.99 was out of stock, no problem they replaced it with something else that was the same price. My problem, this item didn’t show up, not physically or even on the receipt that was given to me from Walgreens itself. They refused to refund this item to me even when I sent them the receipt showing that the driver didn’t purchase it for me so I am not paying for it, after about an hour and a half they finally refunded me.
#3 a couple nights later I ordered McDonald’s. Ordered 2 meals and only received 1. They have straight up denied my refund. Why? Because I had refunds on the 2 previous orders. Hmm. Whose fault was that? Not mine. So now I’m out over $12. Charged for food I never received. They should be charged with theft. It’s disgusting they get away with this. They will never review another cent from me.",1,2026-07-31T10:46:26.000Z
DoorDash,Food Delivery,Once again did not receive my order,"Once again did not receive my order. This has happened. Multiple times,they receive my order and no dasher want to pick up my order.",1,2026-07-31T05:26:24.000Z
DoorDash,Food Delivery,I ordered (4) retail merchandise…,"I ordered (4) retail merchandise products (Advanced Bio fungal spray) from the Doordash website directly. The price was $1.99 ea.
There were fees and tip also, total $18.79. The supplying retailer was Tractor Supply Co. I placed the order the night of July 13 and
received email confirmation of my order at 9:14pm the same night, the order was to be delivered to me the following morning of July
14, within a delivery window of 10:10 am- 11:10 am the next morning. At 10:36, July 14, I received an email saying my order had been
cancelled and that I would be fully refunded. Turns out, as it was explained to me via a phone call initiated by Doordash just before
the cancellation, that TSC was charging way more for the product and they were not gonna lose money so they cancelled the order
after I would not agree to increased cost. The increased cost exceeded $90. The charge of $18.79 is still on my Discover card.
Doordash has never refunded me even though they promised to in the email dated July 14. I have disputed the charge. Discover
decided the charge is valid even with all my supplied proof as described above. I asked them to reopen my dispute, they did, and the
same day they again decided in Doordash's favor. Doordash's answer was ""they delivered"", but no proof. I am retired and am always
home, especially that day I was waiting on them, nothing was delivered. Today is July 30, still no refund and when I call Doordash customer service, they tell me there's nothing they will do!",1,2026-07-31T03:34:51.000Z
DoorDash,Food Delivery,Not even one star is worthy,"Not even one star is worthy, they are literally the worst most despicable delivery service on the planet. Once again they screwed me over.

Pick up my food, then before it gets here, the driver has to stop at several other restaurants and make other deliveries. Gets here cold and inedible.

Never again. They should be shut down.",1,2026-07-31T02:03:45.000Z
DoorDash,Food Delivery,DoorDash Employs Meth Addicts,"Supervising a worker, they’d take breaks to smoke meth and then continue working for DoorDash. Leaving food outside of apartment buildings rather than at the door. App is buggy.",1,2026-07-30T21:53:24.000Z
DoorDash,Food Delivery,The doordash concept is good however…,"The doordash concept is good however the people running it are horrible. Im unable to get customer support. They locked my account and ive done everything to get a representative on the phone to no avail. To make things worse they keep sending me dash notifications with a locked profile. Horrible customer service, definitely would choose Uber over doordash anytime.",1,2026-07-30T20:18:45.000Z
DoorDash,Food Delivery,On my previous review,"On my previous review, I even left my phone #, So why didn't she call me? And to top that off she walked right passed me and denied working for door dash . She got my tip too. Never again. I feel sorry y for that company ..",1,2026-07-30T19:12:04.000Z
DoorDash,Food Delivery,This is by far the worst service,"This is by far the worst service, DoorDash has become absolutely unreliable with deliveries and refuses to refund customers for dashers delivering to wrong address. It makes no difference if your complaint is within the app with live agent or over the phone. This rating allows nothing less then 1 star. Sadly DoorDash deserves a big zero for their service. The way this company is de escalating they will be out of business very soon.",1,2026-07-30T09:04:46.000Z
DoorDash,Food Delivery,My order from Wendy's was 32 mins late…,"My order from Wendy's was 32 mins late and cold. The burger,chicken sandwich, fries, and cookie was cold. I watched the driver sit at a location for 20mins not moving. I kept implying by text to Dalton about my order with no reply, so i called twice and got sent to voicemail. I contacted support and they asked for a picture of all the food, so i showed it. They denied me a refund for my food being 32mins late and cold because of driver. Mind you Wendys is only 10mins from my house. I am an Army Veteran and never been treated like this before.",1,2026-07-30T07:05:43.000Z
DoorDash,Food Delivery,Cold food...no refund or credit,"This is my experience today. Looking at the reviews, I can honestly say that I'm not surprised. The driver took a very long route to head to 2 other stops. I also wrote to the driver, and he didn't respond.
Mind you, I live close to the restaurant. The food came cold, and the bread bag came open. So I reached out to DoorDash, and they responded that they want a picture of my cold, cardboard pizza. REALLY?? How will you prove that it's cold?
They didn't even offer to give us a credit or refund. This company & their drivers are the worst! We have been customers for a long time. We also don't complain to them. 1st time and they couldn't even help. Highly disappointed that my kids had to eat that garbage.",1,2026-07-30T06:49:10.000Z
DoorDash,Food Delivery,They robbed me…I was charged for items…,They robbed me…I was charged for items that were never delivered. Simply…then the representative told me the policy says they cannot provide a refund. DoorDash literally stole money from me smdh,1,2026-07-30T04:57:17.000Z
DoorDash,Food Delivery,I ordered over $54 of food from…,"I ordered over $54 of food from McDonald's in Tampa, doordash canceled the order, and I never received my refund.. I have been a customer since 2004, support help doordash they are so condescending,",1,2026-07-30T03:55:43.000Z
DoorDash,Food Delivery,Horrible customer service!,Horrible customer service!! I ordered food advertised as vegan ( animal product free) and received the meal...filled with dairy and cheese !! Something im allergic too. Customer service was no help. Gosh false advertising!!!,1,2026-07-30T02:48:34.000Z
